Famille de substances,Groupe,Aliment,Type,Unité,Nom Substance,Substance,LB,UB,MB
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Calcium,Ca,24.95,31.375,28.162499999999998
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Cadmium,Cd,0.0,0.0005,0.00025
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Cobalt,Co,0.0,0.001,0.0005
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Chromium,Cr,1.0335,1.0335,1.0335
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Cuivre,Cu,0.033549999999999996,0.033549999999999996,0.0278
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Fer,Fe,0.0665,0.088,0.07725
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Germanium,Ge,0.0,0.0015,0.00075
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Potassium,K,4.05,6.074999999999999,3.0374999999999996
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Lithium,Li,0.0,0.0005,0.00025
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Magnésium,Mg,0.0,2.915,1.4575
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Manganese,Mn,0.0075,0.01125,0.005625
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Molybdène,Mo,0.0,0.0055,0.00275
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Sodium,Na,21.45,24.224999999999998,22.8375
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Nickel,Ni,0.0,0.0265,0.01325
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Plomb,Pb,0.0,0.0025,0.00125
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Antimoine,Sb,0.0,0.0005,0.00025
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Etain,Sn,0.005345,0.005345,0.004595
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Strontium,Sr,0.0065,0.00975,0.004875
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Tellure,Te,0.00081,0.00131,0.00106
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Vanadium,V,0.0,0.01,0.005
Contaminants inorg et minéraux,Huile,huile mélangée,N,µg/g,Zinc,Zn,0.2985,0.2985,0.2985
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Argent,Ag,0.043687500000000004,0.06468750000000001,0.035812500000000004
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Aluminium,Al,0.5990625,0.6728125,0.5916875
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Arsenic,As,0.01480625,0.01511875,0.0137125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Baryum,Ba,0.1059625,0.1059625,0.0834625
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Calcium,Ca,1062.4375,1062.4375,1062.4375
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Cadmium,Cd,0.0013755,0.0013755,0.00121925
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Cobalt,Co,0.0039025,0.0039025,0.0039025
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Chromium,Cr,0.12863125,0.12863125,0.12863125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Cuivre,Cu,0.08696875,0.08696875,0.08696875
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Fer,Fe,0.425125,0.425125,0.4224375
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Germanium,Ge,0.00101375,0.002045,0.001154375
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Mercure,Hg,0.00125,0.005625,0.0028125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Potassium,K,1673.125,1673.125,1673.125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Lithium,Li,0.00341375,0.003445,0.003398125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Magnésium,Mg,120.6875,120.6875,120.6875
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Manganese,Mn,0.031625,0.031625,0.03115625
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Molybdène,Mo,0.0465,0.0465,0.0465
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Sodium,Na,426.3125,426.3125,426.3125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Nickel,Ni,0.0554625,0.057118749999999996,0.038071875
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Plomb,Pb,0.00717875,0.00796,0.0064756250000000005
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Antimoine,Sb,0.0003125,0.00065625,0.000328125
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Etain,Sn,0.010461875,0.010836875,0.010368124999999999
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Strontium,Sr,0.307875,0.307875,0.307875
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Tellure,Te,0.00064875,0.00133625,0.0008049999999999999
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Vanadium,V,0.021775,0.023025,0.0174
Contaminants inorg et minéraux,Lait,lait demi-écrémé,R,µg/g,Zinc,Zn,3.9225,3.9225,3.9225
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Argent,Ag,0.05883333333333334,0.07283333333333333,0.04133333333333333
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Aluminium,Al,0.7858333333333333,0.8448333333333333,0.717
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Arsenic,As,0.013125,0.013541666666666667,0.012083333333333333
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Baryum,Ba,0.09960000000000001,0.10335,0.078975
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Calcium,Ca,957.3333333333334,957.3333333333334,957.3333333333334
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Cadmium,Cd,0.0012373333333333333,0.0012373333333333333,0.0011123333333333334
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Cobalt,Co,0.003490833333333333,0.003490833333333333,0.0034074999999999995
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Chromium,Cr,0.12835833333333332,0.12835833333333332,0.12835833333333332
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Cuivre,Cu,0.11262499999999999,0.11262499999999999,0.11262499999999999
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Fer,Fe,0.467,0.467,0.467
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Germanium,Ge,0.0005,0.00175,0.000875
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Potassium,K,1707.5,1707.5,1707.5
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Lithium,Li,0.0029191666666666667,0.002960833333333333,0.002898333333333333
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Magnésium,Mg,115.675,115.675,115.675
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Manganese,Mn,0.027458333333333335,0.027458333333333335,0.026833333333333334
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Molybdène,Mo,0.05027500000000001,0.05027500000000001,0.05027500000000001
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Sodium,Na,425.4166666666667,425.4166666666667,425.4166666666667
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Nickel,Ni,0.05321666666666666,0.055425,0.0388625
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Plomb,Pb,0.006749166666666667,0.0075825,0.006540833333333333
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Antimoine,Sb,0.00016666666666666666,0.0005833333333333334,0.0002916666666666667
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Selenium,Se,0.0,0.05000000000000001,0.025000000000000005
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Etain,Sn,0.010038333333333333,0.010288333333333333,0.009913333333333333
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Strontium,Sr,0.2675,0.2675,0.2675
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Tellure,Te,0.0006550000000000001,0.0013216666666666665,0.0008216666666666667
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Vanadium,V,0.01575,0.01825,0.012000000000000002
Contaminants inorg et minéraux,Lait,lait entier,R,µg/g,Zinc,Zn,3.5308333333333333,3.5308333333333333,3.5308333333333333
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Argent,Ag,0.033600000000000005,0.058800000000000005,0.029400000000000003
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Aluminium,Al,0.39,0.508,0.4018
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Arsenic,As,0.01102,0.011519999999999999,0.00977
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Baryum,Ba,0.13962,0.13962,0.12161999999999999
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Calcium,Ca,1051.9,1051.9,1051.9
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Cadmium,Cd,0.0011086,0.0011086,0.0009586000000000001
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Cobalt,Co,0.0033460000000000004,0.0033460000000000004,0.0033460000000000004
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Chromium,Cr,0.09679,0.09679,0.09679
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Cuivre,Cu,0.07010999999999999,0.07010999999999999,0.07010999999999999
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Fer,Fe,0.2765,0.2765,0.2765
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Germanium,Ge,0.0015,0.00225,0.001125
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Potassium,K,1655.0,1655.0,1655.0
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Lithium,Li,0.002878,0.002878,0.002878
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Magnésium,Mg,122.9,122.9,122.9
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Manganese,Mn,0.02818,0.02818,0.02818
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Molybdène,Mo,0.04181,0.04181,0.04181
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Sodium,Na,448.6,448.6,448.6
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Nickel,Ni,0.05005999999999999,0.05271,0.030185
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Plomb,Pb,0.00578,0.006529999999999999,0.0049050000000000005
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Antimoine,Sb,0.00030000000000000003,0.0006500000000000001,0.00032500000000000004
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Etain,Sn,0.012288,0.012587999999999998,0.011988
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Strontium,Sr,0.2994,0.2994,0.2994
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Tellure,Te,0.0005780000000000001,0.001278,0.000828
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Vanadium,V,0.01956,0.020560000000000002,0.01406
Contaminants inorg et minéraux,Lait,lait écrémé,R,µg/g,Zinc,Zn,3.7299999999999995,3.7299999999999995,3.7299999999999995
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Argent,Ag,0.042,0.063,0.0315
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Aluminium,Al,0.7493124999999999,0.7935625,0.7271875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Arsenic,As,0.009375,0.01125,0.01
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Baryum,Ba,0.1483125,0.151125,0.14690625000000002
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Calcium,Ca,428.75,428.75,428.75
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Cadmium,Cd,0.005860625,0.005923125,0.005766875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Cobalt,Co,0.0069543750000000005,0.0070168750000000005,0.0069231250000000005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Chromium,Cr,0.0991625,0.0997875,0.099475
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Cuivre,Cu,0.8185625,0.8185625,0.8185625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Fer,Fe,6.745,6.745,6.745
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Germanium,Ge,0.001500625,0.002250625,0.001219375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Potassium,K,4267.5,4267.5,4267.5
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Lithium,Li,0.0151875,0.01525,0.01521875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Magnésium,Mg,446.125,446.125,446.125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Manganese,Mn,1.40875,1.40875,1.40875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Molybdène,Mo,0.0324375,0.0324375,0.0324375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Sodium,Na,673.1875,673.1875,673.1875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Nickel,Ni,0.1269375,0.12859375,0.127765625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Plomb,Pb,0.008825,0.0091375,0.007575
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Antimoine,Sb,0.0003925,0.0007362499999999999,0.000470625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Etain,Sn,8.3585875,8.3585875,8.3585875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Strontium,Sr,5.944375,5.944375,5.944375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Tellure,Te,0.00047125,0.00128375,0.0008775
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Vanadium,V,0.01716875,0.01966875,0.01279375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),artichaut,R,µg/g,Zinc,Zn,2.936875,2.936875,2.936875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Argent,Ag,0.05254375,0.07091875,0.04598125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Aluminium,Al,0.740875,0.785125,0.71875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Arsenic,As,0.00975625,0.01100625,0.00850625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Baryum,Ba,1.0209375,1.0209375,1.0209375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Calcium,Ca,249.5625,249.5625,249.5625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Cadmium,Cd,0.01354375,0.01354375,0.01354375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Cobalt,Co,0.003073125,0.003135625,0.002791875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Chromium,Cr,0.10090625,0.10090625,0.10090625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Cuivre,Cu,0.3826875,0.3826875,0.3826875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Fer,Fe,1.9793749999999999,1.9793749999999999,1.9793749999999999
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Germanium,Ge,0.00075,0.001875,0.0009375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Potassium,K,2228.75,2228.75,2228.75
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Lithium,Li,0.00384125,0.00390375,0.00384125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Magnésium,Mg,112.08125,112.08125,112.08125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Manganese,Mn,1.5193125,1.5193125,1.5193125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Molybdène,Mo,0.01406875,0.0157875,0.013553125000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Sodium,Na,532.0,532.0,532.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Nickel,Ni,0.06868125,0.07530625,0.06536875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Plomb,Pb,0.012056875,0.012056875,0.011744375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Antimoine,Sb,0.0004592,0.0007592,0.00047586666666666667
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Etain,Sn,0.024491875,0.024679375,0.024304375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Strontium,Sr,1.389875,1.389875,1.389875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Tellure,Te,0.00041375,0.00122625,0.000695
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Vanadium,V,0.01854375,0.02104375,0.01354375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),carotte,R,µg/g,Zinc,Zn,2.3775,2.3775,2.3775
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Argent,Ag,0.056999999999999995,0.080625,0.0609375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Aluminium,Al,0.8430624999999999,0.8725625,0.8135625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Arsenic,As,0.010425,0.011362500000000001,0.009331250000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Baryum,Ba,0.11801249999999999,0.120825,0.10816875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Calcium,Ca,192.3125,192.3125,192.3125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Cadmium,Cd,0.0051199999999999996,0.0051199999999999996,0.0051199999999999996
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Cobalt,Co,0.005633125,0.005633125,0.005570625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Chromium,Cr,0.0987,0.0987,0.0987
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Cuivre,Cu,0.50425,0.50425,0.50425
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Fer,Fe,3.1331249999999997,3.1331249999999997,3.1331249999999997
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Germanium,Ge,0.001541875,0.002291875,0.001448125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Potassium,K,2379.375,2379.375,2379.375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Lithium,Li,0.014363125000000001,0.014394375000000001,0.01437875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Magnésium,Mg,129.0125,129.0125,129.0125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Manganese,Mn,1.1906875,1.1906875,1.1906875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Molybdène,Mo,0.04638125,0.04638125,0.04638125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Sodium,Na,146.46875,146.46875,146.46875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Nickel,Ni,0.09574375,0.09905625,0.090775
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Plomb,Pb,0.007278125,0.007903125,0.006340625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Antimoine,Sb,0.000466875,0.000748125,0.00042
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Etain,Sn,0.00658375,0.006865,0.006443125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Strontium,Sr,1.026375,1.026375,1.026375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Tellure,Te,0.000625,0.0013125,0.00065625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Vanadium,V,0.01538125,0.01913125,0.01475625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),chou-fleur,R,µg/g,Zinc,Zn,2.1825,2.1825,2.1825
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Argent,Ag,0.04581818181818182,0.06490909090909092,0.03245454545454546
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Aluminium,Al,0.4078181818181818,0.4721818181818182,0.31127272727272726
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Arsenic,As,0.010518181818181817,0.011427272727272729,0.00960909090909091
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Baryum,Ba,0.0714,0.08367272727272727,0.057081818181818185
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Calcium,Ca,192.45454545454547,192.45454545454547,192.45454545454547
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Cadmium,Cd,0.001160909090909091,0.0012518181818181818,0.001160909090909091
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Cobalt,Co,0.0029027272727272725,0.0029936363636363637,0.0025845454545454544
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Chromium,Cr,0.05982727272727273,0.05982727272727273,0.05982727272727273
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Cuivre,Cu,0.2609090909090909,0.2609090909090909,0.2609090909090909
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Fer,Fe,1.320909090909091,1.320909090909091,1.320909090909091
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Germanium,Ge,0.00147,0.002288181818181818,0.0013336363636363637
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Potassium,K,1572.7272727272727,1572.7272727272727,1572.7272727272727
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Lithium,Li,0.03458727272727273,0.03458727272727273,0.03458727272727273
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Magnésium,Mg,135.72727272727272,135.72727272727272,135.72727272727272
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Manganese,Mn,0.848,0.848,0.848
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Molybdène,Mo,0.09169999999999999,0.09169999999999999,0.09169999999999999
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Sodium,Na,47.96363636363637,47.96363636363637,47.96363636363637
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Nickel,Ni,0.05333636363636363,0.05815454545454546,0.0437
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Plomb,Pb,0.003744545454545455,0.004426363636363637,0.0024945454545454546
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Antimoine,Sb,0.0,0.0005,0.00025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Etain,Sn,0.006249090909090909,0.006658181818181818,0.006044545454545454
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Strontium,Sr,1.1191818181818183,1.1191818181818183,1.1191818181818183
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Tellure,Te,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Vanadium,V,0.011263636363636365,0.015809090909090908,0.009899999999999999
